state,stabbrs,year,sex,Census_Region,Census_Division,LE,race
Pennsylvania,PA,1994,Female,Northeast,Mid-Atlantic,73.90976274,black
Pennsylvania,PA,1994,Male,Northeast,Mid-Atlantic,63.74904773,black
Pennsylvania,PA,1995,Female,Northeast,Mid-Atlantic,74.08779948,black
Pennsylvania,PA,1995,Male,Northeast,Mid-Atlantic,64.179687,black
Pennsylvania,PA,1996,Female,Northeast,Mid-Atlantic,74.25043381,black
Pennsylvania,PA,1996,Male,Northeast,Mid-Atlantic,64.76425628,black
Pennsylvania,PA,1997,Female,Northeast,Mid-Atlantic,74.43697928,black
Pennsylvania,PA,1997,Male,Northeast,Mid-Atlantic,65.5867005,black
Pennsylvania,PA,1998,Female,Northeast,Mid-Atlantic,74.69052194,black
Pennsylvania,PA,1998,Male,Northeast,Mid-Atlantic,66.25074178,black
Pennsylvania,PA,1999,Female,Northeast,Mid-Atlantic,74.52316788,black
Pennsylvania,PA,1999,Male,Northeast,Mid-Atlantic,66.54736543,black
Pennsylvania,PA,2000,Female,Northeast,Mid-Atlantic,74.67053602,black
Pennsylvania,PA,2000,Male,Northeast,Mid-Atlantic,66.8191928,black
Pennsylvania,PA,2001,Female,Northeast,Mid-Atlantic,74.91478397,black
Pennsylvania,PA,2001,Male,Northeast,Mid-Atlantic,67.22626044,black
Pennsylvania,PA,2002,Female,Northeast,Mid-Atlantic,75.03878537,black
Pennsylvania,PA,2002,Male,Northeast,Mid-Atlantic,67.5638985,black
Pennsylvania,PA,2003,Female,Northeast,Mid-Atlantic,75.38519272,black
Pennsylvania,PA,2003,Male,Northeast,Mid-Atlantic,67.73443953,black
Pennsylvania,PA,2004,Female,Northeast,Mid-Atlantic,75.90804998,black
Pennsylvania,PA,2004,Male,Northeast,Mid-Atlantic,68.19066746,black
Pennsylvania,PA,2005,Female,Northeast,Mid-Atlantic,76.14034936,black
Pennsylvania,PA,2005,Male,Northeast,Mid-Atlantic,68.43289874,black
Pennsylvania,PA,2006,Female,Northeast,Mid-Atlantic,76.52093316,black
Pennsylvania,PA,2006,Male,Northeast,Mid-Atlantic,68.76256982,black
Pennsylvania,PA,2007,Female,Northeast,Mid-Atlantic,76.75699582,black
Pennsylvania,PA,2007,Male,Northeast,Mid-Atlantic,69.34591711,black
Pennsylvania,PA,2008,Female,Northeast,Mid-Atlantic,76.97389941,black
Pennsylvania,PA,2008,Male,Northeast,Mid-Atlantic,69.92537237,black
Pennsylvania,PA,2009,Female,Northeast,Mid-Atlantic,77.21989503,black
Pennsylvania,PA,2009,Male,Northeast,Mid-Atlantic,70.2957133,black
Pennsylvania,PA,2010,Female,Northeast,Mid-Atlantic,77.44554895,black
Pennsylvania,PA,2010,Male,Northeast,Mid-Atlantic,70.6388105,black
Pennsylvania,PA,2011,Female,Northeast,Mid-Atlantic,77.66961773,black
Pennsylvania,PA,2011,Male,Northeast,Mid-Atlantic,70.99529032,black
Pennsylvania,PA,2012,Female,Northeast,Mid-Atlantic,77.92737181,black
Pennsylvania,PA,2012,Male,Northeast,Mid-Atlantic,71.18560081,black
Pennsylvania,PA,2013,Female,Northeast,Mid-Atlantic,78.05445253,black
Pennsylvania,PA,2013,Male,Northeast,Mid-Atlantic,71.40952994,black
Rhode Island,RI,1969,Female,Northeast,New England,70.15211546,black
Rhode Island,RI,1969,Male,Northeast,New England,61.73724158,black
Rhode Island,RI,1970,Female,Northeast,New England,70.74350706,black
Rhode Island,RI,1970,Male,Northeast,New England,62.08023783,black
Rhode Island,RI,1971,Female,Northeast,New England,71.20485671,black
Rhode Island,RI,1971,Male,Northeast,New England,62.56159892,black
Rhode Island,RI,1972,Female,Northeast,New England,71.63275495,black
Rhode Island,RI,1972,Male,Northeast,New England,63.08301296,black
Rhode Island,RI,1973,Female,Northeast,New England,72.04980797,black
Rhode Island,RI,1973,Male,Northeast,New England,63.46500538,black
Rhode Island,RI,1974,Female,Northeast,New England,72.57756868,black
Rhode Island,RI,1974,Male,Northeast,New England,63.82979178,black
Rhode Island,RI,1975,Female,Northeast,New England,72.96902471,black
Rhode Island,RI,1975,Male,Northeast,New England,64.52151806,black
Rhode Island,RI,1976,Female,Northeast,New England,73.2265784,black
Rhode Island,RI,1976,Male,Northeast,New England,64.95336586,black
Rhode Island,RI,1977,Female,Northeast,New England,73.35414369,black
Rhode Island,RI,1977,Male,Northeast,New England,65.27990222,black
Rhode Island,RI,1978,Female,Northeast,New England,73.34415086,black
Rhode Island,RI,1978,Male,Northeast,New England,65.5363538,black
Rhode Island,RI,1979,Female,Northeast,New England,73.33797292,black
Rhode Island,RI,1979,Male,Northeast,New England,65.91124951,black
Rhode Island,RI,1980,Female,Northeast,New England,73.75470801,black
Rhode Island,RI,1980,Male,Northeast,New England,66.39561088,black
Rhode Island,RI,1981,Female,Northeast,New England,73.98639912,black
Rhode Island,RI,1981,Male,Northeast,New England,66.7984615,black
Rhode Island,RI,1982,Female,Northeast,New England,74.32040679,black
Rhode Island,RI,1982,Male,Northeast,New England,67.03490316,black
Rhode Island,RI,1983,Female,Northeast,New England,74.52578847,black
Rhode Island,RI,1983,Male,Northeast,New England,67.24285165,black
Rhode Island,RI,1984,Female,Northeast,New England,74.63283619,black
Rhode Island,RI,1984,Male,Northeast,New England,67.35794364,black
Rhode Island,RI,1985,Female,Northeast,New England,74.76447509,black
Rhode Island,RI,1985,Male,Northeast,New England,67.36907709,black
Rhode Island,RI,1986,Female,Northeast,New England,74.90291794,black
Rhode Island,RI,1986,Male,Northeast,New England,67.31198223,black
Rhode Island,RI,1987,Female,Northeast,New England,75.08278889,black
Rhode Island,RI,1987,Male,Northeast,New England,67.29902797,black
Rhode Island,RI,1988,Female,Northeast,New England,75.22606064,black
Rhode Island,RI,1988,Male,Northeast,New England,67.34242029,black
Rhode Island,RI,1989,Female,Northeast,New England,75.40256175,black
Rhode Island,RI,1989,Male,Northeast,New England,67.48572855,black
Rhode Island,RI,1990,Female,Northeast,New England,75.68354751,black
Rhode Island,RI,1990,Male,Northeast,New England,67.65836725,black
Rhode Island,RI,1991,Female,Northeast,New England,75.87951964,black
Rhode Island,RI,1991,Male,Northeast,New England,67.81872172,black
Rhode Island,RI,1992,Female,Northeast,New England,76.18603045,black
Rhode Island,RI,1992,Male,Northeast,New England,68.17862785,black
Rhode Island,RI,1993,Female,Northeast,New England,76.55533869,black
Rhode Island,RI,1993,Male,Northeast,New England,68.53284102,black
Rhode Island,RI,1994,Female,Northeast,New England,76.73236973,black
Rhode Island,RI,1994,Male,Northeast,New England,68.90611205,black
Rhode Island,RI,1995,Female,Northeast,New England,77.03376306,black
Rhode Island,RI,1995,Male,Northeast,New England,69.56122582,black
Rhode Island,RI,1996,Female,Northeast,New England,77.1951618,black
Rhode Island,RI,1996,Male,Northeast,New England,70.20871058,black
Rhode Island,RI,1997,Female,Northeast,New England,77.21600601,black
Rhode Island,RI,1997,Male,Northeast,New England,70.7630074,black
Rhode Island,RI,1998,Female,Northeast,New England,77.62220972,black
Rhode Island,RI,1998,Male,Northeast,New England,71.28640443,black
Rhode Island,RI,1999,Female,Northeast,New England,78.00106092,black
Rhode Island,RI,1999,Male,Northeast,New England,71.63747422,black
Rhode Island,RI,2000,Female,Northeast,New England,78.45280568,black
Rhode Island,RI,2000,Male,Northeast,New England,72.0725532,black
Rhode Island,RI,2001,Female,Northeast,New England,78.78504858,black
Rhode Island,RI,2001,Male,Northeast,New England,72.52327435,black
Rhode Island,RI,2002,Female,Northeast,New England,79.0822163,black
Rhode Island,RI,2002,Male,Northeast,New England,72.99595462,black
Rhode Island,RI,2003,Female,Northeast,New England,79.38414535,black
Rhode Island,RI,2003,Male,Northeast,New England,73.49307061,black
Rhode Island,RI,2004,Female,Northeast,New England,79.75284401,black
Rhode Island,RI,2004,Male,Northeast,New England,73.96331868,black
Rhode Island,RI,2005,Female,Northeast,New England,80.38543491,black
Rhode Island,RI,2005,Male,Northeast,New England,74.39476673,black
Rhode Island,RI,2006,Female,Northeast,New England,80.9932551,black
Rhode Island,RI,2006,Male,Northeast,New England,74.88652188,black
Rhode Island,RI,2007,Female,Northeast,New England,81.60268479,black
Rhode Island,RI,2007,Male,Northeast,New England,75.36795528,black
Rhode Island,RI,2008,Female,Northeast,New England,82.08870723,black
Rhode Island,RI,2008,Male,Northeast,New England,75.86545724,black
Rhode Island,RI,2009,Female,Northeast,New England,82.71787149,black
Rhode Island,RI,2009,Male,Northeast,New England,76.41243031,black
Rhode Island,RI,2010,Female,Northeast,New England,83.04855142,black
Rhode Island,RI,2010,Male,Northeast,New England,76.87281192,black
Rhode Island,RI,2011,Female,Northeast,New England,83.60223624,black
Rhode Island,RI,2011,Male,Northeast,New England,77.28733104,black
Rhode Island,RI,2012,Female,Northeast,New England,84.47347904,black
Rhode Island,RI,2012,Male,Northeast,New England,77.53421067,black
Rhode Island,RI,2013,Female,Northeast,New England,84.80365354,black
Rhode Island,RI,2013,Male,Northeast,New England,77.60830789,black
South Carolina,SC,1969,Female,South,South Atlantic,67.60731396,black
South Carolina,SC,1969,Male,South,South Atlantic,58.26884128,black
South Carolina,SC,1970,Female,South,South Atlantic,68.2810612,black
South Carolina,SC,1970,Male,South,South Atlantic,58.58043949,black
South Carolina,SC,1971,Female,South,South Atlantic,68.57955495,black
South Carolina,SC,1971,Male,South,South Atlantic,58.95583577,black
South Carolina,SC,1972,Female,South,South Atlantic,68.70633916,black
South Carolina,SC,1972,Male,South,South Atlantic,59.14878616,black
South Carolina,SC,1973,Female,South,South Atlantic,69.14253185,black
South Carolina,SC,1973,Male,South,South Atlantic,59.47163396,black
South Carolina,SC,1974,Female,South,South Atlantic,70.33551922,black
South Carolina,SC,1974,Male,South,South Atlantic,60.08553236,black
South Carolina,SC,1975,Female,South,South Atlantic,71.14007197,black
South Carolina,SC,1975,Male,South,South Atlantic,61.01282608,black
South Carolina,SC,1976,Female,South,South Atlantic,71.42499975,black
South Carolina,SC,1976,Male,South,South Atlantic,61.51364941,black
South Carolina,SC,1977,Female,South,South Atlantic,71.78948735,black
South Carolina,SC,1977,Male,South,South Atlantic,61.99249982,black
South Carolina,SC,1978,Female,South,South Atlantic,72.35777229,black
South Carolina,SC,1978,Male,South,South Atlantic,62.27890936,black
South Carolina,SC,1979,Female,South,South Atlantic,72.88463011,black
South Carolina,SC,1979,Male,South,South Atlantic,62.5789218,black
South Carolina,SC,1980,Female,South,South Atlantic,73.02261055,black
South Carolina,SC,1980,Male,South,South Atlantic,62.9920064,black
South Carolina,SC,1981,Female,South,South Atlantic,73.19565703,black
South Carolina,SC,1981,Male,South,South Atlantic,63.40174537,black
South Carolina,SC,1982,Female,South,South Atlantic,73.33817387,black
South Carolina,SC,1982,Male,South,South Atlantic,63.70552324,black
South Carolina,SC,1983,Female,South,South Atlantic,73.31214188,black
South Carolina,SC,1983,Male,South,South Atlantic,64.00071912,black
South Carolina,SC,1984,Female,South,South Atlantic,73.41481133,black
South Carolina,SC,1984,Male,South,South Atlantic,64.09499972,black
South Carolina,SC,1985,Female,South,South Atlantic,73.29061009,black
South Carolina,SC,1985,Male,South,South Atlantic,64.06382214,black
South Carolina,SC,1986,Female,South,South Atlantic,73.14888363,black
South Carolina,SC,1986,Male,South,South Atlantic,64.12240314,black
South Carolina,SC,1987,Female,South,South Atlantic,73.30352895,black
South Carolina,SC,1987,Male,South,South Atlantic,64.12109053,black
South Carolina,SC,1988,Female,South,South Atlantic,73.25128635,black
South Carolina,SC,1988,Male,South,South Atlantic,64.12213839,black
South Carolina,SC,1989,Female,South,South Atlantic,73.56438257,black
South Carolina,SC,1989,Male,South,South Atlantic,64.13536176,black
South Carolina,SC,1990,Female,South,South Atlantic,73.89051994,black
South Carolina,SC,1990,Male,South,South Atlantic,64.29442613,black
South Carolina,SC,1991,Female,South,South Atlantic,74.12155439,black
South Carolina,SC,1991,Male,South,South Atlantic,64.60934012,black
South Carolina,SC,1992,Female,South,South Atlantic,74.34680961,black
South Carolina,SC,1992,Male,South,South Atlantic,64.74302073,black
South Carolina,SC,1993,Female,South,South Atlantic,74.4455951,black
South Carolina,SC,1993,Male,South,South Atlantic,64.90248356,black
South Carolina,SC,1994,Female,South,South Atlantic,74.58875548,black
South Carolina,SC,1994,Male,South,South Atlantic,65.22107605,black
South Carolina,SC,1995,Female,South,South Atlantic,74.49885357,black
South Carolina,SC,1995,Male,South,South Atlantic,65.45146506,black
South Carolina,SC,1996,Female,South,South Atlantic,74.57704116,black
South Carolina,SC,1996,Male,South,South Atlantic,65.60802358,black
South Carolina,SC,1997,Female,South,South Atlantic,74.76234976,black
South Carolina,SC,1997,Male,South,South Atlantic,66.07051601,black
South Carolina,SC,1998,Female,South,South Atlantic,74.81147679,black
South Carolina,SC,1998,Male,South,South Atlantic,66.46250357,black
South Carolina,SC,1999,Female,South,South Atlantic,74.89520922,black
South Carolina,SC,1999,Male,South,South Atlantic,66.68462302,black
South Carolina,SC,2000,Female,South,South Atlantic,74.9393597,black
South Carolina,SC,2000,Male,South,South Atlantic,67.03985241,black
South Carolina,SC,2001,Female,South,South Atlantic,75.20545121,black
South Carolina,SC,2001,Male,South,South Atlantic,67.18121219,black
South Carolina,SC,2002,Female,South,South Atlantic,75.18694747,black
South Carolina,SC,2002,Male,South,South Atlantic,67.46522959,black
South Carolina,SC,2003,Female,South,South Atlantic,75.53378685,black
South Carolina,SC,2003,Male,South,South Atlantic,67.72296617,black
South Carolina,SC,2004,Female,South,South Atlantic,75.76564337,black
South Carolina,SC,2004,Male,South,South Atlantic,68.09420609,black
South Carolina,SC,2005,Female,South,South Atlantic,76.13789346,black
South Carolina,SC,2005,Male,South,South Atlantic,68.39974726,black
South Carolina,SC,2006,Female,South,South Atlantic,76.41551575,black
South Carolina,SC,2006,Male,South,South Atlantic,68.70785584,black
South Carolina,SC,2007,Female,South,South Atlantic,76.56657698,black
South Carolina,SC,2007,Male,South,South Atlantic,69.14415582,black
South Carolina,SC,2008,Female,South,South Atlantic,76.88911709,black
South Carolina,SC,2008,Male,South,South Atlantic,69.71638285,black
South Carolina,SC,2009,Female,South,South Atlantic,77.12412579,black
South Carolina,SC,2009,Male,South,South Atlantic,70.12542018,black
South Carolina,SC,2010,Female,South,South Atlantic,77.45069386,black
South Carolina,SC,2010,Male,South,South Atlantic,70.47422775,black
South Carolina,SC,2011,Female,South,South Atlantic,77.66502948,black
South Carolina,SC,2011,Male,South,South Atlantic,70.75636862,black
South Carolina,SC,2012,Female,South,South Atlantic,77.78112166,black
South Carolina,SC,2012,Male,South,South Atlantic,70.82750069,black
South Carolina,SC,2013,Female,South,South Atlantic,77.7845558,black
South Carolina,SC,2013,Male,South,South Atlantic,70.8780029,black
Tennessee,TN,1969,Female,South,East South Central,68.06105014,black
Tennessee,TN,1969,Male,South,East South Central,60.72969529,black
Tennessee,TN,1970,Female,South,East South Central,68.53725777,black
Tennessee,TN,1970,Male,South,East South Central,61.06359454,black
Tennessee,TN,1971,Female,South,East South Central,69.21672444,black
Tennessee,TN,1971,Male,South,East South Central,61.27195573,black
Tennessee,TN,1972,Female,South,East South Central,69.66181443,black
Tennessee,TN,1972,Male,South,East South Central,61.18297833,black
Tennessee,TN,1973,Female,South,East South Central,69.80034581,black
Tennessee,TN,1973,Male,South,East South Central,61.61915368,black
Tennessee,TN,1974,Female,South,East South Central,70.28143856,black
Tennessee,TN,1974,Male,South,East South Central,62.19453865,black
Tennessee,TN,1975,Female,South,East South Central,70.94112817,black
Tennessee,TN,1975,Male,South,East South Central,62.67659876,black
Tennessee,TN,1976,Female,South,East South Central,71.46343582,black
Tennessee,TN,1976,Male,South,East South Central,63.12146981,black
Tennessee,TN,1977,Female,South,East South Central,71.90663326,black
Tennessee,TN,1977,Male,South,East South Central,63.42099569,black
Tennessee,TN,1978,Female,South,East South Central,72.47126687,black
Tennessee,TN,1978,Male,South,East South Central,63.82716984,black
Tennessee,TN,1979,Female,South,East South Central,72.82067307,black
Tennessee,TN,1979,Male,South,East South Central,63.92498776,black
Tennessee,TN,1980,Female,South,East South Central,72.70701522,black
Tennessee,TN,1980,Male,South,East South Central,64.1475156,black
Tennessee,TN,1981,Female,South,East South Central,72.81470691,black
Tennessee,TN,1981,Male,South,East South Central,64.36744106,black
Tennessee,TN,1982,Female,South,East South Central,72.93578952,black
Tennessee,TN,1982,Male,South,East South Central,64.5068068,black
Tennessee,TN,1983,Female,South,East South Central,72.84131948,black
Tennessee,TN,1983,Male,South,East South Central,64.5795587,black
Tennessee,TN,1984,Female,South,East South Central,72.82941045,black
Tennessee,TN,1984,Male,South,East South Central,64.57390845,black
Tennessee,TN,1985,Female,South,East South Central,72.84772663,black
Tennessee,TN,1985,Male,South,East South Central,64.45691265,black
Tennessee,TN,1986,Female,South,East South Central,72.9421535,black
Tennessee,TN,1986,Male,South,East South Central,64.39247801,black
Tennessee,TN,1987,Female,South,East South Central,72.99198162,black
Tennessee,TN,1987,Male,South,East South Central,64.39930088,black
Tennessee,TN,1988,Female,South,East South Central,72.99244237,black
Tennessee,TN,1988,Male,South,East South Central,64.50541281,black
Tennessee,TN,1989,Female,South,East South Central,73.05819102,black
Tennessee,TN,1989,Male,South,East South Central,64.55182666,black
Tennessee,TN,1990,Female,South,East South Central,73.17847438,black
Tennessee,TN,1990,Male,South,East South Central,64.60018444,black
Tennessee,TN,1991,Female,South,East South Central,73.33645069,black
Tennessee,TN,1991,Male,South,East South Central,64.66487043,black
Tennessee,TN,1992,Female,South,East South Central,73.51900473,black
Tennessee,TN,1992,Male,South,East South Central,64.64858915,black
Tennessee,TN,1993,Female,South,East South Central,73.48519748,black
Tennessee,TN,1993,Male,South,East South Central,64.63563448,black
Tennessee,TN,1994,Female,South,East South Central,73.48556133,black
Tennessee,TN,1994,Male,South,East South Central,64.68577211,black
Tennessee,TN,1995,Female,South,East South Central,73.52190058,black
Tennessee,TN,1995,Male,South,East South Central,64.61608198,black
Tennessee,TN,1996,Female,South,East South Central,73.56690274,black
Tennessee,TN,1996,Male,South,East South Central,64.99370908,black
Tennessee,TN,1997,Female,South,East South Central,73.53882512,black
Tennessee,TN,1997,Male,South,East South Central,65.43523233,black
Tennessee,TN,1998,Female,South,East South Central,73.65914372,black
Tennessee,TN,1998,Male,South,East South Central,65.90397422,black
Tennessee,TN,1999,Female,South,East South Central,73.68266772,black
Tennessee,TN,1999,Male,South,East South Central,66.25478131,black
Tennessee,TN,2000,Female,South,East South Central,73.69920247,black
Tennessee,TN,2000,Male,South,East South Central,66.38146765,black
Tennessee,TN,2001,Female,South,East South Central,73.92791004,black
Tennessee,TN,2001,Male,South,East South Central,66.67409744,black
Tennessee,TN,2002,Female,South,East South Central,74.02569504,black
Tennessee,TN,2002,Male,South,East South Central,66.80307766,black
Tennessee,TN,2003,Female,South,East South Central,74.22511316,black
Tennessee,TN,2003,Male,South,East South Central,67.09522098,black
Tennessee,TN,2004,Female,South,East South Central,74.57498513,black
Tennessee,TN,2004,Male,South,East South Central,67.52070548,black
Tennessee,TN,2005,Female,South,East South Central,74.86118087,black
Tennessee,TN,2005,Male,South,East South Central,67.74618222,black
Tennessee,TN,2006,Female,South,East South Central,75.12453763,black
Tennessee,TN,2006,Male,South,East South Central,68.09092002,black
Tennessee,TN,2007,Female,South,East South Central,75.39154464,black
Tennessee,TN,2007,Male,South,East South Central,68.54101608,black
Tennessee,TN,2008,Female,South,East South Central,75.68728317,black
Tennessee,TN,2008,Male,South,East South Central,68.98002316,black
Tennessee,TN,2009,Female,South,East South Central,76.21228162,black
Tennessee,TN,2009,Male,South,East South Central,69.35553617,black
Tennessee,TN,2010,Female,South,East South Central,76.55629256,black
Tennessee,TN,2010,Male,South,East South Central,69.81792161,black
Tennessee,TN,2011,Female,South,East South Central,76.84748622,black
Tennessee,TN,2011,Male,South,East South Central,70.15153627,black
Tennessee,TN,2012,Female,South,East South Central,77.09603025,black
Tennessee,TN,2012,Male,South,East South Central,70.32795758,black
Tennessee,TN,2013,Female,South,East South Central,77.02064528,black
Tennessee,TN,2013,Male,South,East South Central,70.46247994,black
Texas,TX,1969,Female,South,West South Central,69.75564949,black
Texas,TX,1969,Male,South,West South Central,61.09410656,black
Texas,TX,1970,Female,South,West South Central,70.26508323,black
Texas,TX,1970,Male,South,West South Central,61.44008282,black
Texas,TX,1971,Female,South,West South Central,70.60006501,black
Texas,TX,1971,Male,South,West South Central,61.92687091,black
Texas,TX,1972,Female,South,West South Central,70.78018389,black
Texas,TX,1972,Male,South,West South Central,62.0170627,black
Texas,TX,1973,Female,South,West South Central,70.94146414,black
Texas,TX,1973,Male,South,West South Central,62.28258235,black
Texas,TX,1974,Female,South,West South Central,71.42853511,black
Texas,TX,1974,Male,South,West South Central,62.8892236,black
Texas,TX,1975,Female,South,West South Central,72.09209565,black
Texas,TX,1975,Male,South,West South Central,63.2914194,black
Texas,TX,1976,Female,South,West South Central,72.55111933,black
Texas,TX,1976,Male,South,West South Central,63.67208434,black
Texas,TX,1977,Female,South,West South Central,73.17286572,black
Texas,TX,1977,Male,South,West South Central,64.03984566,black
Texas,TX,1978,Female,South,West South Central,73.33137008,black
Texas,TX,1978,Male,South,West South Central,63.9778976,black
Texas,TX,1979,Female,South,West South Central,73.75287803,black
Texas,TX,1979,Male,South,West South Central,64.21648072,black
Texas,TX,1980,Female,South,West South Central,73.90993935,black
Texas,TX,1980,Male,South,West South Central,64.56771359,black
Texas,TX,1981,Female,South,West South Central,74.31135755,black
Texas,TX,1981,Male,South,West South Central,64.92524473,black
Texas,TX,1982,Female,South,West South Central,74.4410002,black
Texas,TX,1982,Male,South,West South Central,65.42222615,black
Texas,TX,1983,Female,South,West South Central,74.44401624,black
Texas,TX,1983,Male,South,West South Central,65.79130196,black
Texas,TX,1984,Female,South,West South Central,74.45525608,black
Texas,TX,1984,Male,South,West South Central,65.96448088,black
Texas,TX,1985,Female,South,West South Central,74.41086927,black
Texas,TX,1985,Male,South,West South Central,66.03515489,black
Texas,TX,1986,Female,South,West South Central,74.44042784,black
Texas,TX,1986,Male,South,West South Central,66.03468264,black
Texas,TX,1987,Female,South,West South Central,74.48805289,black
Texas,TX,1987,Male,South,West South Central,66.21491273,black
Texas,TX,1988,Female,South,West South Central,74.44651124,black
Texas,TX,1988,Male,South,West South Central,66.07525955,black
Texas,TX,1989,Female,South,West South Central,74.36598828,black
Texas,TX,1989,Male,South,West South Central,65.65900811,black
Texas,TX,1990,Female,South,West South Central,74.61611672,black
Texas,TX,1990,Male,South,West South Central,65.46083326,black
Texas,TX,1991,Female,South,West South Central,74.76982313,black
Texas,TX,1991,Male,South,West South Central,65.50401171,black
Texas,TX,1992,Female,South,West South Central,74.84718957,black
Texas,TX,1992,Male,South,West South Central,65.61771723,black
Texas,TX,1993,Female,South,West South Central,74.8162681,black
Texas,TX,1993,Male,South,West South Central,65.87975015,black
Texas,TX,1994,Female,South,West South Central,75.00091045,black
Texas,TX,1994,Male,South,West South Central,66.27268657,black
Texas,TX,1995,Female,South,West South Central,75.01258927,black
Texas,TX,1995,Male,South,West South Central,66.85132099,black
Texas,TX,1996,Female,South,West South Central,75.017389,black
Texas,TX,1996,Male,South,West South Central,67.39843296,black
Texas,TX,1997,Female,South,West South Central,75.14326413,black
Texas,TX,1997,Male,South,West South Central,67.91069358,black
Texas,TX,1998,Female,South,West South Central,75.12894651,black
Texas,TX,1998,Male,South,West South Central,68.26874985,black
Texas,TX,1999,Female,South,West South Central,75.01647783,black
Texas,TX,1999,Male,South,West South Central,68.64315207,black
Texas,TX,2000,Female,South,West South Central,75.02842125,black
Texas,TX,2000,Male,South,West South Central,68.88476609,black
Texas,TX,2001,Female,South,West South Central,74.9836029,black
Texas,TX,2001,Male,South,West South Central,68.9970429,black
Texas,TX,2002,Female,South,West South Central,75.06101062,black
Texas,TX,2002,Male,South,West South Central,69.0903479,black
Texas,TX,2003,Female,South,West South Central,75.27536858,black
Texas,TX,2003,Male,South,West South Central,69.33905355,black
Texas,TX,2004,Female,South,West South Central,75.63577614,black
Texas,TX,2004,Male,South,West South Central,69.69869782,black
Texas,TX,2005,Female,South,West South Central,75.96033474,black
Texas,TX,2005,Male,South,West South Central,70.0473917,black
Texas,TX,2006,Female,South,West South Central,76.52655236,black
Texas,TX,2006,Male,South,West South Central,70.54895012,black
Texas,TX,2007,Female,South,West South Central,76.78104934,black
Texas,TX,2007,Male,South,West South Central,71.07051252,black
Texas,TX,2008,Female,South,West South Central,77.07666646,black
Texas,TX,2008,Male,South,West South Central,71.66630654,black
Texas,TX,2009,Female,South,West South Central,77.46971011,black
Texas,TX,2009,Male,South,West South Central,71.89127336,black
Texas,TX,2010,Female,South,West South Central,77.72650577,black
Texas,TX,2010,Male,South,West South Central,72.27640589,black
Texas,TX,2011,Female,South,West South Central,77.88838412,black
Texas,TX,2011,Male,South,West South Central,72.57528761,black
Texas,TX,2012,Female,South,West South Central,78.14244561,black
Texas,TX,2012,Male,South,West South Central,72.69468227,black
Texas,TX,2013,Female,South,West South Central,78.29531187,black
Texas,TX,2013,Male,South,West South Central,72.7397997,black
Virginia,VA,1969,Female,South,South Atlantic,68.22245955,black
Virginia,VA,1969,Male,South,South Atlantic,59.86305412,black
Virginia,VA,1970,Female,South,South Atlantic,68.64409786,black
Virginia,VA,1970,Male,South,South Atlantic,60.21897284,black
Virginia,VA,1971,Female,South,South Atlantic,69.29100055,black
Virginia,VA,1971,Male,South,South Atlantic,60.8452222,black
Virginia,VA,1972,Female,South,South Atlantic,69.69821709,black
Virginia,VA,1972,Male,South,South Atlantic,61.20214755,black
Virginia,VA,1973,Female,South,South Atlantic,70.24234126,black
Virginia,VA,1973,Male,South,South Atlantic,61.63085253,black
Virginia,VA,1974,Female,South,South Atlantic,71.0036618,black
Virginia,VA,1974,Male,South,South Atlantic,62.14491252,black
Virginia,VA,1975,Female,South,South Atlantic,71.76290567,black
Virginia,VA,1975,Male,South,South Atlantic,62.70781476,black
Virginia,VA,1976,Female,South,South Atlantic,72.10544841,black
Virginia,VA,1976,Male,South,South Atlantic,63.15327796,black
Virginia,VA,1977,Female,South,South Atlantic,72.4217887,black
Virginia,VA,1977,Male,South,South Atlantic,63.68385128,black
Virginia,VA,1978,Female,South,South Atlantic,72.87513512,black
Virginia,VA,1978,Male,South,South Atlantic,64.17161363,black
Virginia,VA,1979,Female,South,South Atlantic,73.06783246,black
Virginia,VA,1979,Male,South,South Atlantic,64.58086063,black
Virginia,VA,1980,Female,South,South Atlantic,73.20159241,black
Virginia,VA,1980,Male,South,South Atlantic,64.88217864,black
Virginia,VA,1981,Female,South,South Atlantic,73.62895445,black
Virginia,VA,1981,Male,South,South Atlantic,65.29671195,black
Virginia,VA,1982,Female,South,South Atlantic,73.94669112,black
Virginia,VA,1982,Male,South,South Atlantic,65.51109957,black
Virginia,VA,1983,Female,South,South Atlantic,73.92032025,black
Virginia,VA,1983,Male,South,South Atlantic,65.56162692,black
Virginia,VA,1984,Female,South,South Atlantic,73.95572902,black
Virginia,VA,1984,Male,South,South Atlantic,65.61473126,black
Virginia,VA,1985,Female,South,South Atlantic,73.91596392,black
Virginia,VA,1985,Male,South,South Atlantic,65.665165,black
Virginia,VA,1986,Female,South,South Atlantic,73.9253682,black
Virginia,VA,1986,Male,South,South Atlantic,65.57316806,black
Virginia,VA,1987,Female,South,South Atlantic,74.02873948,black
Virginia,VA,1987,Male,South,South Atlantic,65.57968865,black
Virginia,VA,1988,Female,South,South Atlantic,74.10018929,black
Virginia,VA,1988,Male,South,South Atlantic,65.57073281,black
Virginia,VA,1989,Female,South,South Atlantic,74.25480808,black
Virginia,VA,1989,Male,South,South Atlantic,65.83053114,black
Virginia,VA,1990,Female,South,South Atlantic,74.52852158,black
Virginia,VA,1990,Male,South,South Atlantic,65.89093981,black
